Taxon	238322001677.P1	238322001964.P2	238322002045.P3	238322001915.P4	238322001588.K1	238322000220.K2	238322000983.K3	238322001364.K4	238322001495.L1	238322001218.L2	236191003825.L3	236191002984.L4	236191003814.W1	236191002875.W2	236191003850.W3	236191003556.W4	236191002863.CTL1	236191003484.CTL2
g__Faecalibacterium;s__Faecalibacterium prausnitzii	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006292	0.000000	0.000000	0.000000	0.000000
g__Faecalibacterium;s__Faecalibacterium prausnitzii_A	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002271	0.000000	0.000000	0.000000	0.000000
g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002591	0.000000	0.000000	0.000000	0.000000
g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001130	0.000000	0.000000	0.000000	0.000000
g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002031	0.000000	0.000000	0.000000	0.000000
g__Faecalibacterium;s__Faecalibacterium prausnitzii_J	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001971	0.000000	0.000000	0.000000	0.000000
g__Faecalibacterium;s__Faecalibacterium sp900539945	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000710	0.000000	0.000000	0.000000	0.000000
g__Faecalibacterium;s__Faecalibacterium sp905215595	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001511	0.000000	0.000000	0.000000	0.000000
g__Gemmiger;s__Gemmiger formicilis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001741	0.000000	0.000000	0.000000	0.000000
g__Gemmiger;s__Gemmiger sp900540775	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001781	0.000000	0.000000	0.000000	0.000000
g__Negativibacillus;s__Negativibacillus massiliensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001140	0.000000	0.000000	0.000000	0.000000
g__Ruminococcus_C;s__Ruminococcus_C sp000980705	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002181	0.000000	0.000000	0.000000	0.000000
g__Thermoanaerobacterium;s__Thermoanaerobacterium sp002102475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Thermoanaerobacterium;s__Thermoanaerobacterium thermosaccharolyticum	0.000000	0.000000	0.000000	0.000000	0.000070	0.000120	0.000160	0.000140	0.000070	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Anaerococcus;s__Anaerococcus obesiensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001851	0.000000	0.000000	0.000000	0.000000
g__Anaerococcus;s__Anaerococcus senegalensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001401	0.000000	0.000000	0.000000	0.000000
g__Anaerococcus;s__Anaerococcus vaginalis_C	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001621	0.000000	0.000000	0.000000	0.000000
g__Anaerococcus;s__Anaerococcus vaginimassiliensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005442	0.000000	0.000000	0.000000	0.000000
g__Ezakiella;s__Ezakiella coagulans	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019027	0.000000	0.000000	0.000000	0.000000
g__Finegoldia;s__Finegoldia magna_H	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006292	0.000000	0.000000	0.000000	0.000000
g__Levyella;s__Levyella massiliensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007633	0.000000	0.000000	0.000000	0.000000
g__Peptoniphilus_A;s__Peptoniphilus_A phoceensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003681	0.000000	0.000000	0.000000	0.000000
g__Peptoniphilus_C;s__Peptoniphilus_C sp902363535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003251	0.000000	0.000000	0.000000	0.000000
g__Dialister;s__Dialister hominis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003771	0.000000	0.000000	0.000000	0.000000
g__Veillonella_A;s__Veillonella_A sp900765165	0.000000	0.000000	0.000000	0.000000	0.000040	0.000040	0.000060	0.000000	0.000060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Nitrospirillum;s__Nitrospirillum amazonense_B	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000
g__Aphodousia;s__Aphodousia faecalis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001120	0.000000	0.000000	0.000000	0.000000
g__Burkholderia;s__Burkholderia cenocepacia	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000050	0.000080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Burkholderia;s__Burkholderia contaminans	0.000000	0.000000	0.000000	0.000000	0.000110	0.000090	0.000000	0.000000	0.000120	0.000100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000
g__Burkholderia;s__Burkholderia diffusa_B	0.000000	0.000000	0.000000	0.000000	0.000110	0.000110	0.000100	0.000160	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Burkholderia;s__Burkholderia multivorans	0.000000	0.000000	0.000000	0.000000	0.000510	0.000460	0.000560	0.000000	0.000170	0.000110	0.000000	0.000150	0.000000	0.000000	0.000180	0.000110	0.000000	0.000000
g__Burkholderia;s__Burkholderia pseudomultivorans	0.000000	0.000000	0.000000	0.000000	0.000100	0.000110	0.000100	0.000140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000
g__Comamonas;s__Comamonas denitrificans_A	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000
g__Comamonas;s__Comamonas terrae	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000
g__Diaphorobacter;s__Diaphorobacter nitroreducens	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000070	0.000000	0.000000
g__Herbaspirillum;s__Herbaspirillum aquaticum	0.000000	0.000000	0.000000	0.000000	0.000070	0.000000	0.000090	0.000090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Herbaspirillum;s__Herbaspirillum huttiense	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Ideonella;s__Ideonella dechloratans	0.000000	0.000000	0.000000	0.000000	0.000120	0.000070	0.000080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Melaminivora;s__Melaminivora alkalimesophila	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000090	0.000000	0.000000
g__Oligella;s__Oligella urethralis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Paraburkholderia;s__Paraburkholderia fungorum	0.000000	0.000000	0.000000	0.000000	0.000000	0.000060	0.000000	0.000210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Parasutterella;s__Parasutterella excrementihominis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000920	0.000000	0.000000	0.000000	0.000000
g__Ralstonia;s__Ralstonia insidiosa	0.000000	0.000000	0.000000	0.000000	0.000190	0.000180	0.000250	0.000270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000
g__Ralstonia;s__Ralstonia mannitolilytica	0.000000	0.000000	0.000000	0.000000	0.000200	0.000220	0.000240	0.000000	0.000200	0.000130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000100	0.000000	0.000000
g__Ralstonia;s__Ralstonia sp000620465	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Tepidimonas;s__Tepidimonas fonticaldi	0.000000	0.000000	0.000000	0.000000	0.000000	0.000070	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Tepidimonas;s__Tepidimonas taiwanensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Gulbenkiania;s__Gulbenkiania mobilis	0.000000	0.000000	0.000000	0.000000	0.000120	0.000350	0.000150	0.000000	0.000070	0.000000	0.000000	0.000000	0.000000	0.000000	0.000050	0.000050	0.000000	0.000000
g__Hydrogenophilus;s__Hydrogenophilus thermoluteolus	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Tepidiphilus;s__Tepidiphilus baoligensis	0.000000	0.000000	0.000000	0.000000	0.000180	0.000210	0.000000	0.000000	0.000170	0.000140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000070	0.000000	0.000000
g__Tepidiphilus;s__Tepidiphilus margaritifer	0.000000	0.000000	0.000000	0.000000	0.001230	0.001320	0.001300	0.001980	0.001100	0.000910	0.000000	0.000000	0.000000	0.000000	0.000000	0.000520	0.000000	0.000000
g__Tepidiphilus;s__Tepidiphilus succinatimandens	0.000000	0.000000	0.000000	0.000000	0.000440	0.000460	0.000000	0.000000	0.000430	0.000430	0.000440	0.000000	0.000000	0.000000	0.000000	0.000180	0.000000	0.000000
g__Cronobacter;s__Cronobacter malonaticus	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Cronobacter;s__Cronobacter sakazakii	0.000000	0.000000	0.000000	0.000000	0.000000	0.000070	0.000450	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000
g__Enterobacter;s__Enterobacter asburiae_B	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Enterobacter;s__Enterobacter roggenkampii	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Enterobacter;s__Enterobacter sichuanensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Escherichia;s__Escherichia coli	0.000000	0.000000	0.000000	0.000000	0.000400	0.000210	0.000120	0.000000	0.000300	0.000470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000
g__Klebsiella;s__Klebsiella africana	0.000000	0.000000	0.000000	0.000000	0.000000	0.000050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Klebsiella;s__Klebsiella pneumoniae	0.000000	0.000000	0.000000	0.000000	0.000000	0.000590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000
g__Acinetobacter;s__Acinetobacter baumannii	0.000000	0.000000	0.000000	0.000000	0.000080	0.000220	0.000340	0.000000	0.000220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000
g__Acinetobacter;s__Acinetobacter fasciculus	0.000000	0.000000	0.000000	0.000000	0.000030	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Acinetobacter;s__Acinetobacter junii	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000	0.000060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Acinetobacter;s__Acinetobacter nosocomialis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Acinetobacter;s__Acinetobacter pittii	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Acinetobacter;s__Acinetobacter sp002165255	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000
g__Pseudomonas;s__Pseudomonas aeruginosa	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Pseudomonas_A;s__Pseudomonas_A stutzeri	0.000000	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Pseudomonas_E;s__Pseudomonas_E cremoris	0.000000	0.000000	0.000000	0.000000	0.000120	0.000130	0.000080	0.000350	0.000140	0.000090	0.000000	0.000000	0.000000	0.000000	0.000060	0.000020	0.000000	0.000000
g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AN	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Pseudomonas_E;s__Pseudomonas_E guariconensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Pseudomonas_E;s__Pseudomonas_E qingdaonensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Methylobacterium;s__Methylobacterium organophilum	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000	0.000000
g__Hansschlegelia;s__Hansschlegelia sp003241695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Agrobacterium;s__Agrobacterium oryzihabitans	0.000000	0.000000	0.000000	0.000000	0.000130	0.000130	0.000080	0.000380	0.000110	0.000060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000
g__Agrobacterium;s__Agrobacterium pusense	0.000000	0.000000	0.000000	0.000000	0.000500	0.000530	0.000320	0.000000	0.000620	0.000320	0.000000	0.000570	0.000000	0.000000	0.000000	0.000110	0.000000	0.000000
g__UBA4765;s__UBA4765 sp002365175	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Bradyrhizobium;s__Bradyrhizobium sp003020075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Novosphingobium;s__Novosphingobium pokkalii	0.000000	0.000000	0.000000	0.000000	0.000000	0.001180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000
g__Sphingomonas;s__Sphingomonas azotifigens	0.000000	0.000000	0.000000	0.000000	0.000000	0.000360	0.000000	0.000620	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Sphingomonas;s__Sphingomonas elodea_A	0.000000	0.000000	0.000000	0.000000	0.000440	0.000430	0.000310	0.000750	0.000100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Sphingomonas;s__Sphingomonas ginsenosidimutans	0.000000	0.000000	0.000000	0.000000	0.000000	0.000050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Sphingomonas;s__Sphingomonas pokkalii	0.000000	0.000000	0.000000	0.000000	0.000150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Sphingomonas;s__Sphingomonas sp001650735	0.000000	0.000000	0.000000	0.000000	0.000000	0.000180	0.000000	0.000340	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Sphingomonas;s__Sphingomonas sp900114095	0.000000	0.000000	0.000000	0.000000	0.000280	0.000000	0.000220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Sphingomonas;s__Sphingomonas trueperi	0.000000	0.000000	0.000000	0.000000	0.000300	0.000000	0.000220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Dyella;s__Dyella jiangningensis_B	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Pseudomonas_S;s__Pseudomonas_S boreopolis	0.000000	0.000000	0.000000	0.000000	0.000070	0.000110	0.000060	0.000000	0.000170	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000
g__Stenotrophomonas;s__Stenotrophomonas maltophilia	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000110	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Thermomonas;s__Thermomonas hydrothermalis	0.000000	0.000000	0.000000	0.000000	0.000100	0.000090	0.000120	0.000000	0.000230	0.000170	0.000000	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000
g__Xanthomonas_B;s__Xanthomonas_B massiliensis	0.000000	0.000000	0.000000	0.000000	0.000050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Thermanaerovibrio;s__Thermanaerovibrio acidaminovorans	0.000000	0.000000	0.000000	0.000000	0.000390	0.000360	0.000740	0.000000	0.000180	0.000150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000060	0.000000	0.000000
g__Thermanaerovibrio;s__Thermanaerovibrio velox	0.000000	0.000000	0.000000	0.000000	0.000050	0.000050	0.000110	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Akkermansia;s__Akkermansia muciniphila	0.894239	0.893719	0.893589	0.893299	0.329006	0.327885	0.327805	0.329583	0.276973	0.276744	0.280518	0.282398	0.333390	0.235397	0.332037	0.331133	0.888879	0.887719
g__Akkermansia;s__Akkermansia muciniphila_A	0.105761	0.106281	0.106411	0.106701	0.532699	0.529585	0.532408	0.533949	0.700140	0.708043	0.708921	0.715891	0.540732	0.382201	0.537663	0.537951	0.111121	0.112281
g__Akkermansia;s__Akkermansia sp905200945	0.000000	0.000000	0.000000	0.000000	0.119801	0.119652	0.119281	0.118235	0.000000	0.000000	0.000000	0.000000	0.123107	0.086032	0.122940	0.121954	0.000000	0.000000
g__Aspergillus;s__Aspergillus chevalieri	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Yueomyces;s__Yueomyces sinensis	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Malassezia;s__Malassezia restricta	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Wallemia;s__Wallemia mellicola	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Acytostelium;s__Acytostelium leptosomum	0.000000	0.000000	0.000000	0.000000	0.000000	0.000600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Rostrostelium;s__Rostrostelium ellipticum	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000060	0.000060	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
g__Synstelium;s__Synstelium polycarpum	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000040	0.000000	0.000000
g__Mucor;s__Mucor circinelloides	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
